"exercise_db_id","name","gifUrl","bodyParts","equipments","targetMuscles","secondaryMuscles"
"JxrY9mC","stability style band kneeling one arm pulldown","https://static.exercisedb.dev/media/JxrY9mC.gif","back","band","lats","biceps|rhomboids"
"JymLInS","dumbbell incline shrug","https://static.exercisedb.dev/media/JymLInS.gif","back","dumbbell","traps","shoulders"
"JzQbv7J","dumbbell seated bent arm lateral raise","https://static.exercisedb.dev/media/JzQbv7J.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"JZuApnB","weighted squat","https://static.exercisedb.dev/media/JZuApnB.gif","upper legs","weighted","glutes","quadriceps|hamstrings|calves"
"K1vlode","weighted triceps dip on high parallel bars","https://static.exercisedb.dev/media/K1vlode.gif","upper arms","weighted","triceps","chest|shoulders"
"K3dIO25","dumbbell lying one arm press v. 2","https://static.exercisedb.dev/media/K3dIO25.gif","chest","dumbbell","pectorals","triceps|shoulders"
"k5IpyHg","dumbbell one arm concentration curl (on stability ball)","https://static.exercisedb.dev/media/k5IpyHg.gif","upper arms","dumbbell","biceps","forearms"
"K5xgdvI","reclining big toe pose with rope","https://static.exercisedb.dev/media/K5xgdvI.gif","upper legs","rope","hamstrings","calves|glutes"
"k6tUeqS","band underhand pulldown","https://static.exercisedb.dev/media/k6tUeqS.gif","back","band","lats","biceps|forearms"
"K9VL0Jq","lunge with twist","https://static.exercisedb.dev/media/K9VL0Jq.gif","waist","body weight","abs","quadriceps|glutes|hamstrings"
"Kal9cQQ","kettlebell advanced windmill","https://static.exercisedb.dev/media/Kal9cQQ.gif","waist","kettlebell","abs","obliques|shoulders"
"KCBKjma","band jack knife sit-up","https://static.exercisedb.dev/media/KCBKjma.gif","waist","band","abs","hip flexors"
"KenZJQV","barbell high bar squat core","https://static.exercisedb.dev/media/KenZJQV.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"kesXOpB","cable decline seated wide-grip row","https://static.exercisedb.dev/media/kesXOpB.gif","back","cable","upper back","biceps|forearms"
"KgI0tqW","barbell sumo deadlift","https://static.exercisedb.dev/media/KgI0tqW.gif","upper legs","barbell","glutes","hamstrings|quadriceps|lower back"
"KHGNa16","cable decline one arm press","https://static.exercisedb.dev/media/KHGNa16.gif","chest","cable","pectorals","triceps|shoulders"
"KhHJ338","push-up to side plank","https://static.exercisedb.dev/media/KhHJ338.gif","waist","body weight","abs","shoulders|chest|triceps"
"khlHMqs","band bench press","https://static.exercisedb.dev/media/khlHMqs.gif","chest","band","pectorals","triceps|shoulders"
"KHPZL0b","cable alternate shoulder press","https://static.exercisedb.dev/media/KHPZL0b.gif","shoulders","cable","delts","triceps|upper back"
"KI1DjNN","dumbbell over bench one arm wrist curl","https://static.exercisedb.dev/media/KI1DjNN.gif","lower arms","dumbbell","forearms","biceps|shoulders"
"kiJ4Z2K","assisted pull-up","https://static.exercisedb.dev/media/kiJ4Z2K.gif","back","leverage machine","lats","biceps|forearms"
"kj3hy6W","lever reverse grip preacher curl","https://static.exercisedb.dev/media/kj3hy6W.gif","upper arms","leverage machine","biceps","forearms"
"kjE55n5","kettlebell bent press","https://static.exercisedb.dev/media/kjE55n5.gif","waist","kettlebell","abs","shoulders|triceps|obliques"
"kjJ3VoQ","crunch (hands overhead)","https://static.exercisedb.dev/media/kjJ3VoQ.gif","waist","body weight","abs","hip flexors"
"kk39rUy","push-up to side plank - athletic variation","https://static.exercisedb.dev/media/kk39rUy.gif","waist","body weight","abs","shoulders|chest|triceps"
"kKYTkjJ","exercise ball one leg prone lower body rotation fierce","https://static.exercisedb.dev/media/kKYTkjJ.gif","upper legs","stability ball","glutes","hamstrings|quadriceps|core"
"kLiIFdB","band vertical pallof press - seated variation","https://static.exercisedb.dev/media/kLiIFdB.gif","waist","band","abs","obliques|glutes"
"km0sQC0","band one arm standing low row","https://static.exercisedb.dev/media/km0sQC0.gif","back","band","upper back","biceps|shoulders"
"km2Ljzj","wheel run","https://static.exercisedb.dev/media/km2Ljzj.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|calves"
"kmVVAfu","band concentration curl","https://static.exercisedb.dev/media/kmVVAfu.gif","upper arms","band","biceps","forearms"
"kMzUs9Y","forward lunge (male)","https://static.exercisedb.dev/media/kMzUs9Y.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"kont8Ut","dumbbell seated triceps extension","https://static.exercisedb.dev/media/kont8Ut.gif","upper arms","dumbbell","triceps","shoulders"
"KOpzGBL","dumbbell waiter biceps curl","https://static.exercisedb.dev/media/KOpzGBL.gif","upper arms","dumbbell","biceps","forearms|shoulders"
"Kpajagk","cable standing hip extension","https://static.exercisedb.dev/media/Kpajagk.gif","upper legs","cable","glutes","hamstrings|quadriceps"
"kprile3","exercise ball dip","https://static.exercisedb.dev/media/kprile3.gif","upper arms","stability ball","triceps","chest|shoulders"
"KQfySvS","dumbbell reverse grip row (female) hold","https://static.exercisedb.dev/media/KQfySvS.gif","back","dumbbell","upper back","biceps|forearms"
"Krmb3cB","lever reverse hyperextension","https://static.exercisedb.dev/media/Krmb3cB.gif","upper legs","leverage machine","glutes","hamstrings|lower back"
"kTbSH9h","barbell seated overhead press","https://static.exercisedb.dev/media/kTbSH9h.gif","shoulders","barbell","delts","triceps|upper back"
"ktf3nvW","kettlebell plyo push-up","https://static.exercisedb.dev/media/ktf3nvW.gif","chest","kettlebell","pectorals","triceps|shoulders|core"
"KtRomty","standing wheel rollerout","https://static.exercisedb.dev/media/KtRomty.gif","waist","wheel roller","abs","lower back|shoulders"
"ktsFQAZ","barbell seated calf raise","https://static.exercisedb.dev/media/ktsFQAZ.gif","lower legs","barbell","calves","hamstrings|quadriceps"
"KUaoUV8","band straight leg deadlift","https://static.exercisedb.dev/media/KUaoUV8.gif","back","band","spine","hamstrings|glutes"
"KUaZst7","dumbbell lying supine curl","https://static.exercisedb.dev/media/KUaZst7.gif","upper arms","dumbbell","biceps","forearms"
"kuMiR2T","band stiff leg deadlift","https://static.exercisedb.dev/media/kuMiR2T.gif","upper legs","band","glutes","hamstrings|lower back"
"kuXhl0o","kettlebell pirate supper legs","https://static.exercisedb.dev/media/kuXhl0o.gif","shoulders","kettlebell","delts","triceps|forearms"
"KWdF2JI","cable kneeling triceps extension","https://static.exercisedb.dev/media/KWdF2JI.gif","upper arms","cable","triceps","shoulders"
"KwFGiEP","dumbbell lying one arm rear lateral raise","https://static.exercisedb.dev/media/KwFGiEP.gif","shoulders","dumbbell","delts","traps|rhomboids"
"KWyEjtI","precision style lever bent-over row with v-bar","https://static.exercisedb.dev/media/KWyEjtI.gif","back","leverage machine","upper back","biceps|forearms"
"kXaIn5A","dumbbell zottman curl","https://static.exercisedb.dev/media/kXaIn5A.gif","upper arms","dumbbell","biceps","forearms"
"Kxquu2E","barbell step-up","https://static.exercisedb.dev/media/Kxquu2E.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves"
"KXyoEtA","dumbbell seated inner biceps curl","https://static.exercisedb.dev/media/KXyoEtA.gif","upper arms","dumbbell","biceps","forearms"
"ky8FLU8","lever reverse grip lateral pulldown","https://static.exercisedb.dev/media/ky8FLU8.gif","back","leverage machine","lats","biceps|rhomboids|rear deltoids"
"Kyd9Rz5","barbell standing wide military press","https://static.exercisedb.dev/media/Kyd9Rz5.gif","shoulders","barbell","delts","triceps|upper back"
"KyLtiLT","ez barbell incline triceps extension","https://static.exercisedb.dev/media/KyLtiLT.gif","upper arms","ez barbell","triceps","shoulders"
"Kzg30R7","band standing crunch","https://static.exercisedb.dev/media/Kzg30R7.gif","waist","band","abs","obliques"
"KZn52RC","flexion leg sit up (straight arm)","https://static.exercisedb.dev/media/KZn52RC.gif","waist","body weight","abs","hip flexors|quadriceps"
"KZXAtKQ","push-up close-grip off dumbbell","https://static.exercisedb.dev/media/KZXAtKQ.gif","upper arms","dumbbell","triceps","chest|shoulders"
"L2V5Nan","dumbbell lying extension (across face)","https://static.exercisedb.dev/media/L2V5Nan.gif","upper arms","dumbbell","triceps","shoulders"
"L4ay0PW","kettlebell figure 8","https://static.exercisedb.dev/media/L4ay0PW.gif","waist","kettlebell","abs","shoulders|forearms"
"L68dTQj","band seated twist pure","https://static.exercisedb.dev/media/L68dTQj.gif","waist","band","abs","obliques"
"laVRfDf","dumbbell standing front raise above head","https://static.exercisedb.dev/media/laVRfDf.gif","shoulders","dumbbell","delts","trapezius|biceps"
"lBDjFxJ","pull-up","https://static.exercisedb.dev/media/lBDjFxJ.gif","back","body weight","lats","biceps|forearms"
"lCKm4Rs","exercise ball prone leg raise","https://static.exercisedb.dev/media/lCKm4Rs.gif","back","stability ball","spine","abdominals|glutes"
"LCtQPn8","dumbbell incline inner biceps curl","https://static.exercisedb.dev/media/LCtQPn8.gif","upper arms","dumbbell","biceps","forearms"
"LeaZOIz","dumbbell standing alternate hammer curl and press","https://static.exercisedb.dev/media/LeaZOIz.gif","upper arms","dumbbell","biceps","forearms|shoulders"
"LEH9jxP","push-up (wall)","https://static.exercisedb.dev/media/LEH9jxP.gif","chest","body weight","pectorals","triceps|deltoids"
"LEprlgG","cable lat pulldown full range of motion","https://static.exercisedb.dev/media/LEprlgG.gif","back","cable","lats","biceps|rhomboids|rear deltoids"
"lFBTISi","firm style hanging oblique knee raise","https://static.exercisedb.dev/media/lFBTISi.gif","waist","body weight","abs","obliques"
"lFhb2Rw","smith front squat (clean grip)","https://static.exercisedb.dev/media/lFhb2Rw.gif","upper legs","smith machine","glutes","quadriceps|hamstrings|calves|core"
"LFIOery","sharp style dumbbell sumo pull through","https://static.exercisedb.dev/media/LFIOery.gif","upper legs","dumbbell","glutes","hamstrings|quadriceps|core"
"lHeUULr","band straight back stiff leg deadlift","https://static.exercisedb.dev/media/lHeUULr.gif","upper legs","band","glutes","hamstrings|lower back"
"LHWF7us","kettlebell hang clean","https://static.exercisedb.dev/media/LHWF7us.gif","upper legs","kettlebell","hamstrings","glutes|quadriceps|calves"
"lI7easp","dumbbell pullover hip extension on exercise ball","https://static.exercisedb.dev/media/lI7easp.gif","chest","dumbbell","pectorals","triceps|shoulders|core"
"LIGZSTA","dumbbell one arm prone hammer curl","https://static.exercisedb.dev/media/LIGZSTA.gif","upper arms","dumbbell","biceps","forearms"
"LIlE5Tn","jump squat","https://static.exercisedb.dev/media/LIlE5Tn.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"lJJ7Yq8","cable lying fly","https://static.exercisedb.dev/media/lJJ7Yq8.gif","chest","cable","pectorals","deltoids|triceps"
"LkoAWAE","elbow dips","https://static.exercisedb.dev/media/LkoAWAE.gif","upper arms","body weight","triceps","chest|shoulders"
"LL1UiTX","dumbbell incline one arm hammer press","https://static.exercisedb.dev/media/LL1UiTX.gif","upper arms","dumbbell","triceps","shoulders|chest"
"LLNh6q5","dumbbell incline one arm fly on exercise ball","https://static.exercisedb.dev/media/LLNh6q5.gif","chest","dumbbell","pectorals","shoulders"
"LlSe9IK","assisted standing chin-up with focused","https://static.exercisedb.dev/media/LlSe9IK.gif","back","leverage machine","lats","biceps|forearms"
"LmaFNZS","weighted donkey calf raise","https://static.exercisedb.dev/media/LmaFNZS.gif","lower legs","weighted","calves","hamstrings|glutes"
"LMGXZn8","barbell decline close grip to skull press","https://static.exercisedb.dev/media/LMGXZn8.gif","upper arms","barbell","triceps","chest|shoulders"
"Ln9iTbU","barbell rear delt raise","https://static.exercisedb.dev/media/Ln9iTbU.gif","shoulders","barbell","delts","traps|rhomboids"
"LNE3wfo","single leg platform slide","https://static.exercisedb.dev/media/LNE3wfo.gif","upper legs","body weight","hamstrings","glutes|quadriceps"
"LQFOrMn","chest dip on straight bar","https://static.exercisedb.dev/media/LQFOrMn.gif","chest","body weight","pectorals","triceps|shoulders"
"lRcrlH8","fast band straight leg deadlift","https://static.exercisedb.dev/media/lRcrlH8.gif","back","band","spine","hamstrings|glutes"
"LrV4s90","cable wrist curl","https://static.exercisedb.dev/media/LrV4s90.gif","lower arms","cable","forearms","biceps|brachialis"
"Lsqrgh4","smith reverse calf raises","https://static.exercisedb.dev/media/Lsqrgh4.gif","lower legs","smith machine","calves","hamstrings"
"LSTChY9","barbell zercher squat","https://static.exercisedb.dev/media/LSTChY9.gif","upper legs","barbell","glutes","quadriceps|hamstrings|calves|core"
"LsZkfU6","barbell reverse wrist curl","https://static.exercisedb.dev/media/LsZkfU6.gif","lower arms","barbell","forearms","biceps|brachialis"
"Lt3iWnf","dumbbell fly on exercise ball","https://static.exercisedb.dev/media/Lt3iWnf.gif","chest","dumbbell","pectorals","shoulders|triceps"
"LuBEORI","lever bent-over row with v-bar","https://static.exercisedb.dev/media/LuBEORI.gif","back","leverage machine","upper back","biceps|forearms"
"LWuA3aZ","barbell standing reverse grip curl","https://static.exercisedb.dev/media/LWuA3aZ.gif","upper arms","barbell","biceps","forearms"
"LYJodFS","lean planche","https://static.exercisedb.dev/media/LYJodFS.gif","waist","body weight","abs","shoulders|chest|triceps"
"lyKCLmK","dumbbell seated revers grip concentration curl","https://static.exercisedb.dev/media/lyKCLmK.gif","upper arms","dumbbell","biceps","forearms"
"LzX8YEz","all fours squad stretch - elevated variation","https://static.exercisedb.dev/media/LzX8YEz.gif","upper legs","body weight","quads","hamstrings|glutes"
"m0tCHqc","calf stretch with hands against wall","https://static.exercisedb.dev/media/m0tCHqc.gif","lower legs","body weight","calves","hamstrings"
"M2Pm3zj","dumbbell lying supination","https://static.exercisedb.dev/media/M2Pm3zj.gif","lower arms","dumbbell","forearms","biceps|shoulders"
"M5Y7GPg","weighted standing curl","https://static.exercisedb.dev/media/M5Y7GPg.gif","upper arms","weighted","biceps","forearms"
"M72BExt","exercise ball one leg prone lower body rotation","https://static.exercisedb.dev/media/M72BExt.gif","upper legs","stability ball","glutes","hamstrings|quadriceps|core"
"M74kdvm","kettlebell double snatch","https://static.exercisedb.dev/media/M74kdvm.gif","shoulders","kettlebell","delts","trapezius|forearms|core"
"M8IolhQ","ez barbell close grip preacher curl - precision variation","https://static.exercisedb.dev/media/M8IolhQ.gif","upper arms","ez barbell","biceps","forearms"
"MaMuGH6","lever assisted chin-up","https://static.exercisedb.dev/media/MaMuGH6.gif","back","leverage machine","lats","biceps|forearms"
"mAYqY4M","stretched full planche push-up","https://static.exercisedb.dev/media/mAYqY4M.gif","chest","body weight","pectorals","shoulders|triceps|core"
"mbkgB44","jackknife sit-up","https://static.exercisedb.dev/media/mbkgB44.gif","waist","body weight","abs","hip flexors"
"MCkqdKE","weighted muscle up (on bar)","https://static.exercisedb.dev/media/MCkqdKE.gif","back","weighted","lats","biceps|triceps|shoulders|forearms"
"MCUhf1F","crunch (on stability ball)","https://static.exercisedb.dev/media/MCUhf1F.gif","waist","stability ball","abs","hip flexors"
"MDFxU4b","quads complex","https://static.exercisedb.dev/media/MDFxU4b.gif","upper legs","body weight","quads","hamstrings|glutes"
"mExgrF9","bench pull-ups","https://static.exercisedb.dev/media/mExgrF9.gif","back","body weight","lats","biceps|forearms"
"mgejmGP","prisoner half sit-up (male)","https://static.exercisedb.dev/media/mgejmGP.gif","waist","body weight","abs","hip flexors"
"MgKwAAo","cable rope extension incline bench row","https://static.exercisedb.dev/media/MgKwAAo.gif","back","cable","upper back","biceps|shoulders"
"MKIelrR","cable one arm press on exercise ball","https://static.exercisedb.dev/media/MKIelrR.gif","chest","cable","pectorals","shoulders|triceps"
"mKwcrHn","lever gripper hands","https://static.exercisedb.dev/media/mKwcrHn.gif","lower arms","leverage machine","forearms","biceps|triceps"
"mnzcrIB","dumbbell bench squat","https://static.exercisedb.dev/media/mnzcrIB.gif","upper legs","dumbbell","glutes","quadriceps|hamstrings|calves"
"mpKZGWz","dumbbell lying triceps extension","https://static.exercisedb.dev/media/mpKZGWz.gif","upper arms","dumbbell","triceps","shoulders"
"mpYUPkA","lying leg-hip raise - contracted variation","https://static.exercisedb.dev/media/mpYUPkA.gif","waist","body weight","abs","hip flexors"
"mQ1tBXn","straight leg outer hip abductor","https://static.exercisedb.dev/media/mQ1tBXn.gif","upper legs","body weight","abductors","glutes|hamstrings"
"MqNdIbe","controlled wrist rollerer","https://static.exercisedb.dev/media/MqNdIbe.gif","lower arms","weighted","forearms","biceps|triceps"
"mr7pkqP","jack burpee","https://static.exercisedb.dev/media/mr7pkqP.gif","cardio","body weight","cardiovascular system","quadriceps|hamstrings|calves|shoulders|triceps|core"
"Mr8d4KA","kettlebell arnold press - beginner variation","https://static.exercisedb.dev/media/Mr8d4KA.gif","shoulders","kettlebell","delts","triceps|upper back"
"MRaFiZP","inverted style smith seated shoulder press","https://static.exercisedb.dev/media/MRaFiZP.gif","shoulders","smith machine","delts","triceps|upper back"
"MrgP9L6","lever rotary calf","https://static.exercisedb.dev/media/MrgP9L6.gif","lower legs","leverage machine","calves","soleus|ankle stabilizers"
"ms7tjSG","inverse leg curl (bench support)","https://static.exercisedb.dev/media/ms7tjSG.gif","upper legs","body weight","hamstrings","glutes|calves"
"MSfvriJ","skin the cat","https://static.exercisedb.dev/media/MSfvriJ.gif","back","body weight","upper back","shoulders|core"
"mTT3KLn","cable front shoulder raise","https://static.exercisedb.dev/media/mTT3KLn.gif","shoulders","cable","delts","trapezius|biceps"
"mtXengz","dumbbell finger curls","https://static.exercisedb.dev/media/mtXengz.gif","lower arms","dumbbell","forearms","wrist flexors|wrist extensors"
"mu5Guxt","dumbbell rear delt raise","https://static.exercisedb.dev/media/mu5Guxt.gif","shoulders","dumbbell","delts","trapezius|rhomboids"
"MU9HnE7","weighted bench dip","https://static.exercisedb.dev/media/MU9HnE7.gif","upper arms","weighted","triceps","chest|shoulders"
"MUic5zN","single arm push-up","https://static.exercisedb.dev/media/MUic5zN.gif","chest","body weight","pectorals","triceps|shoulders|core"
"MvQPqVW","cable judo flip","https://static.exercisedb.dev/media/MvQPqVW.gif","waist","cable","abs","obliques|shoulders"
"mWBtgmb","dumbbell single arm overhead carry","https://static.exercisedb.dev/media/mWBtgmb.gif","shoulders","dumbbell","delts","traps|core"
"mweqJin","quick feet v. 2","https://static.exercisedb.dev/media/mweqJin.gif","upper legs","body weight","quads","calves|hamstrings"
"mWppALS","groin crunch","https://static.exercisedb.dev/media/mWppALS.gif","waist","body weight","abs","hip flexors|inner thighs"
"mwpPcr1","dumbbell prone incline curl","https://static.exercisedb.dev/media/mwpPcr1.gif","upper arms","dumbbell","biceps","forearms"
"Mxa7Cr8","inverted row on bench","https://static.exercisedb.dev/media/Mxa7Cr8.gif","back","body weight","upper back","biceps|forearms"
"my33uHU","lever leg extension","https://static.exercisedb.dev/media/my33uHU.gif","upper legs","leverage machine","quads","hamstrings"
"MY9P1WA","smith decline reverse-grip press","https://static.exercisedb.dev/media/MY9P1WA.gif","chest","smith machine","pectorals","triceps|shoulders"
"myfUsKf","lever seated reverse fly","https://static.exercisedb.dev/media/myfUsKf.gif","shoulders","leverage machine","delts","trapezius|rhomboids"
"myJeTAe","tough cable one arm lateral raise","https://static.exercisedb.dev/media/myJeTAe.gif","shoulders","cable","delts","traps|triceps"
"mym4hJo","dumbbell lying pronation","https://static.exercisedb.dev/media/mym4hJo.gif","lower arms","dumbbell","forearms","biceps|shoulders"
"Mz6lLcW","dumbbell lunge with bicep curl","https://static.exercisedb.dev/media/Mz6lLcW.gif","upper arms","dumbbell","biceps","quadriceps|hamstrings"
"MzNnwx9","smith back shrug","https://static.exercisedb.dev/media/MzNnwx9.gif","back","smith machine","traps","shoulders"
"N3EirIW","lever assisted chin-up with twisted","https://static.exercisedb.dev/media/N3EirIW.gif","back","leverage machine","lats","biceps|forearms"
"n5cWCsI","dumbbell one arm lateral raise","https://static.exercisedb.dev/media/n5cWCsI.gif","shoulders","dumbbell","delts","trapezius|triceps"
"N6dZN2I","side cable high row (kneeling)","https://static.exercisedb.dev/media/N6dZN2I.gif","back","cable","upper back","biceps|shoulders"
"NAgVB3t","wheel rollerout","https://static.exercisedb.dev/media/NAgVB3t.gif","waist","wheel roller","abs","lower back"
"NAkmgdx","arms overhead full sit-up (male)","https://static.exercisedb.dev/media/NAkmgdx.gif","waist","body weight","abs","hip flexors|lower back"
"nAuHPcD","dumbbell one arm triceps extension (on bench)","https://static.exercisedb.dev/media/nAuHPcD.gif","upper arms","dumbbell","triceps","shoulders"
"NbVPDMW","dumbbell biceps curl","https://static.exercisedb.dev/media/NbVPDMW.gif","upper arms","dumbbell","biceps","forearms"
"NCmbLCw","push-up (wall) v. 2","https://static.exercisedb.dev/media/NCmbLCw.gif","chest","body weight","pectorals","triceps|shoulders"
"nCU1Ekp","reverse crunch","https://static.exercisedb.dev/media/nCU1Ekp.gif","waist","body weight","abs","hip flexors"
"NdIb5Z1","barbell standing wide-grip curl","https://static.exercisedb.dev/media/NdIb5Z1.gif","upper arms","barbell","biceps","forearms|shoulders"
"nDK1HJ0","ez bar lying bent arms pullover","https://static.exercisedb.dev/media/nDK1HJ0.gif","back","ez barbell","lats","triceps|chest"
"neonEDL","floor fly (with barbell)","https://static.exercisedb.dev/media/neonEDL.gif","chest","barbell","pectorals","deltoids|triceps"
"nFc4FyV","dumbbell biceps curl reverse","https://static.exercisedb.dev/media/nFc4FyV.gif","upper arms","dumbbell","biceps","forearms"
"nFHk9fU","cable lateral pulldown (with rope attachment) core","https://static.exercisedb.dev/media/nFHk9fU.gif","back","cable","lats","biceps|forearms"
"NfP83rA","dumbbell lying alternate extension","https://static.exercisedb.dev/media/NfP83rA.gif","upper arms","dumbbell","triceps","shoulders"
"nFUwqG6","smith rear delt row","https://static.exercisedb.dev/media/nFUwqG6.gif","shoulders","smith machine","delts","trapezius|rhomboids|biceps"
"ngPpyRS","barbell seated behind head military press","https://static.exercisedb.dev/media/ngPpyRS.gif","shoulders","barbell","delts","triceps|upper back"
"Nh3mvOO","dumbbell reverse grip row (female)","https://static.exercisedb.dev/media/Nh3mvOO.gif","back","dumbbell","upper back","biceps|forearms"
"ninBEOY","twisted side-to-side chin","https://static.exercisedb.dev/media/ninBEOY.gif","back","body weight","lats","biceps|forearms"
"nIR4Rwl","cable seated chest press","https://static.exercisedb.dev/media/nIR4Rwl.gif","chest","cable","pectorals","shoulders|triceps"
"niXESDw","dumbbell biceps curl squat","https://static.exercisedb.dev/media/niXESDw.gif","upper arms","dumbbell","biceps","forearms"
"NJzBsGJ","dumbbell shrug","https://static.exercisedb.dev/media/NJzBsGJ.gif","back","dumbbell","traps","shoulders"
"NKJ8o6x","pelvic tilt","https://static.exercisedb.dev/media/NKJ8o6x.gif","waist","body weight","abs","lower back"
"NL6YBwN","dumbbell decline one arm fly","https://static.exercisedb.dev/media/NL6YBwN.gif","chest","dumbbell","pectorals","shoulders"
"NlfIbzq","dumbbell alternate preacher curl","https://static.exercisedb.dev/media/NlfIbzq.gif","upper arms","dumbbell","biceps","forearms"
"nlJsbkW","dumbbell biceps curl (with arm blaster)","https://static.exercisedb.dev/media/nlJsbkW.gif","upper arms","dumbbell","biceps","forearms"
"NN8nSNT","cable rope high pulley overhead tricep extension","https://static.exercisedb.dev/media/NN8nSNT.gif","upper arms","cable","triceps","shoulders"
"nnmCTLN","lever kneeling leg curl","https://static.exercisedb.dev/media/nnmCTLN.gif","upper legs","leverage machine","hamstrings","glutes"
"NNoHCEA","smith full squat","https://static.exercisedb.dev/media/NNoHCEA.gif","upper legs","smith machine","glutes","quadriceps|hamstrings|calves"
"nqs5HGV","single leg squat (pistol) male","https://static.exercisedb.dev/media/nqs5HGV.gif","upper legs","body weight","glutes","quadriceps|hamstrings|calves"
"ns0SIbU","dumbbell incline bench press","https://static.exercisedb.dev/media/ns0SIbU.gif","chest","dumbbell","pectorals","shoulders|triceps"
"ntjtCfu","barbell sitted alternate leg raise (female) with intermediate","https://static.exercisedb.dev/media/ntjtCfu.gif","waist","barbell","abs","hip flexors|quadriceps"
"Nu7jqFE","resistance band seated straight back row","https://static.exercisedb.dev/media/Nu7jqFE.gif","back","resistance band","upper back","biceps|shoulders"
"nuBF9MO","hanging pike","https://static.exercisedb.dev/media/nuBF9MO.gif","waist","body weight","abs","hip flexors|shoulders"
"numr601","light lever standing chest press","https://static.exercisedb.dev/media/numr601.gif","chest","leverage machine","pectorals","shoulders|triceps"
"nUwVh7b","dumbbell deadlift","https://static.exercisedb.dev/media/nUwVh7b.gif","upper legs","dumbbell","glutes","hamstrings|lower back"
"NvfE43H","cable concentration curl","https://static.exercisedb.dev/media/NvfE43H.gif","upper arms","cable","biceps","forearms"
"nxW6BkN","dumbbell incline raise","https://static.exercisedb.dev/media/nxW6BkN.gif","shoulders","dumbbell","delts","trapezius|triceps"
"NZ5Qqkz","reverse dip","https://static.exercisedb.dev/media/NZ5Qqkz.gif","upper arms","body weight","triceps","chest|shoulders"
"nZZZy9m","lever high row","https://static.exercisedb.dev/media/nZZZy9m.gif","back","leverage machine","upper back","biceps|rear deltoids"
"o17Jfkt","lever incline chest press v. 2","https://static.exercisedb.dev/media/o17Jfkt.gif","chest","leverage machine","pectorals","triceps|shoulders"
"o1HGDSq","exercise ball back extension with hands behind head","https://static.exercisedb.dev/media/o1HGDSq.gif","back","stability ball","spine","glutes|hamstrings"
"o1ntciW","olympic barbell hammer curl","https://static.exercisedb.dev/media/o1ntciW.gif","upper arms","olympic barbell","biceps","forearms"
"O2K9Vb5","wide-grip chest dip on high parallel bars","https://static.exercisedb.dev/media/O2K9Vb5.gif","chest","body weight","pectorals","triceps|shoulders"
"O3INw8V","improved sphinx","https://static.exercisedb.dev/media/O3INw8V.gif","back","body weight","spine","glutes|hamstrings"
"O4oIqQD","bodyweight standing one arm row (with towel)","https://static.exercisedb.dev/media/O4oIqQD.gif","back","body weight","upper back","biceps|forearms"
"o5Jsk92","dumbbell one arm bench fly","https://static.exercisedb.dev/media/o5Jsk92.gif","chest","dumbbell","pectorals","shoulders"
"o6LqKKP","traditional barbell romanian deadlift","https://static.exercisedb.dev/media/o6LqKKP.gif","upper legs","barbell","glutes","hamstrings|lower back"
"o80Xu9C","intensified style kettlebell extended range one arm press on floor","https://static.exercisedb.dev/media/o80Xu9C.gif","chest","kettlebell","pectorals","triceps|shoulders"
"o8aOcrz","smith machine incline tricep extension","https://static.exercisedb.dev/media/o8aOcrz.gif","upper arms","smith machine","triceps","shoulders"
"O8Aq69u","dumbbell reverse preacher curl","https://static.exercisedb.dev/media/O8Aq69u.gif","upper arms","dumbbell","biceps","forearms"
"O8o7q4d","dumbbell press on exercise ball","https://static.exercisedb.dev/media/O8o7q4d.gif","chest","dumbbell","pectorals","shoulders|triceps"
"O95afRA","monster walk","https://static.exercisedb.dev/media/O95afRA.gif","upper legs","body weight","glutes","hamstrings|quadriceps"
"OaE7CpD","kettlebell double windmill","https://static.exercisedb.dev/media/OaE7CpD.gif","waist","kettlebell","abs","shoulders|hamstrings"
"OAguZoG","lever hammer grip preacher curl","https://static.exercisedb.dev/media/OAguZoG.gif","upper arms","leverage machine","biceps","forearms"
"obe5LMq","band side triceps extension","https://static.exercisedb.dev/media/obe5LMq.gif","upper arms","band","triceps","shoulders"
"ocYc6Db","dumbbell standing one arm palm in press","https://static.exercisedb.dev/media/ocYc6Db.gif","shoulders","dumbbell","delts","triceps|core"
"OeL23VY","dumbbell seated biceps curl to shoulder press","https://static.exercisedb.dev/media/OeL23VY.gif","upper arms","dumbbell","biceps","shoulders"
"oHg8eop","medicine ball overhead slam","https://static.exercisedb.dev/media/oHg8eop.gif","back","medicine ball","upper back","shoulders|core"
"oHsrypV","lever seated hip adduction","https://static.exercisedb.dev/media/oHsrypV.gif","upper legs","leverage machine","adductors","hamstrings|glutes"
"OIFMAp1","lever one arm lateral high row","https://static.exercisedb.dev/media/OIFMAp1.gif","back","leverage machine","upper back","biceps|shoulders"
